date,cash_rate,scrape_date
2023-03-01,3.505,2023-03-20
2023-04-01,3.585,2023-03-20
2023-05-01,3.6,2023-03-20
2023-06-01,3.58,2023-03-20
2023-07-01,3.535,2023-03-20
2023-08-01,3.475,2023-03-20
2023-09-01,3.465,2023-03-20
2023-10-01,3.475,2023-03-20
2023-11-01,3.465,2023-03-20
2023-12-01,3.465,2023-03-20
2024-01-01,3.46,2023-03-20
2024-02-01,3.45,2023-03-20
2024-03-01,3.43,2023-03-20
2024-04-01,3.405,2023-03-20
2024-05-01,3.38,2023-03-20
2024-06-01,3.36,2023-03-20
2024-07-01,3.33,2023-03-20
2024-08-01,3.31,2023-03-20
