date,cash_rate,scrape_date
2022-06-01,0.69,2022-06-30
2022-07-01,1.195,2022-06-30
2022-08-01,1.685,2022-06-30
2022-09-01,2.015,2022-06-30
2022-10-01,2.415,2022-06-30
2022-11-01,2.835,2022-06-30
2022-12-01,3.14,2022-06-30
2023-01-01,3.225,2022-06-30
2023-02-01,3.48,2022-06-30
2023-03-01,3.64,2022-06-30
2023-04-01,3.68,2022-06-30
2023-05-01,3.71,2022-06-30
2023-06-01,3.745,2022-06-30
2023-07-01,3.785,2022-06-30
2023-08-01,3.785,2022-06-30
2023-09-01,3.775,2022-06-30
2023-10-01,3.745,2022-06-30
2023-11-01,3.715,2022-06-30
