date,cash_rate,scrape_date
2023-02-01,3.255,2023-02-26
2023-03-01,3.505,2023-02-26
2023-04-01,3.73,2023-02-26
2023-05-01,3.92,2023-02-26
2023-06-01,4.03,2023-02-26
2023-07-01,4.135,2023-02-26
2023-08-01,4.215,2023-02-26
2023-09-01,4.245,2023-02-26
2023-10-01,4.245,2023-02-26
2023-11-01,4.245,2023-02-26
2023-12-01,4.225,2023-02-26
2024-01-01,4.22,2023-02-26
2024-02-01,4.195,2023-02-26
2024-03-01,4.15,2023-02-26
2024-04-01,4.095,2023-02-26
2024-05-01,4.05,2023-02-26
2024-06-01,3.99,2023-02-26
2024-07-01,3.93,2023-02-26
