date,cash_rate,scrape_date
2024-01-01,4.314999999999998,2024-01-24
2024-02-01,4.319999999999993,2024-01-24
2024-03-01,4.314999999999998,2024-01-24
2024-04-01,4.299999999999997,2024-01-24
2024-05-01,4.265000000000001,2024-01-24
2024-06-01,4.239999999999995,2024-01-24
2024-07-01,4.215000000000003,2024-01-24
2024-08-01,4.164999999999992,2024-01-24
2024-09-01,4.134999999999991,2024-01-24
2024-10-01,4.079999999999998,2024-01-24
2024-11-01,4.0049999999999955,2024-01-24
2024-12-01,3.9399999999999977,2024-01-24
2025-01-01,3.914999999999992,2024-01-24
2025-02-01,3.8599999999999994,2024-01-24
2025-03-01,3.825000000000003,2024-01-24
2025-04-01,3.789999999999992,2024-01-24
2025-05-01,3.75,2024-01-24
2025-06-01,3.719999999999999,2024-01-24
