date,cash_rate,scrape_date
2022-10-01,2.525,2022-10-14
2022-11-01,2.765,2022-10-14
2022-12-01,2.905,2022-10-14
2023-01-01,2.94,2022-10-14
2023-02-01,3.06,2022-10-14
2023-03-01,3.25,2022-10-14
2023-04-01,3.46,2022-10-14
2023-05-01,3.61,2022-10-14
2023-06-01,3.695,2022-10-14
2023-07-01,3.765,2022-10-14
2023-08-01,3.81,2022-10-14
2023-09-01,3.845,2022-10-14
2023-10-01,3.895,2022-10-14
2023-11-01,3.9,2022-10-14
2023-12-01,3.9,2022-10-14
2024-01-01,3.9,2022-10-14
2024-02-01,3.915,2022-10-14
2024-03-01,3.895,2022-10-14
