date,cash_rate,scrape_date
2023-05-01,3.795,2023-05-04
2023-06-01,3.835,2023-05-04
2023-07-01,3.875,2023-05-04
2023-08-01,3.915,2023-05-04
2023-09-01,3.91,2023-05-04
2023-10-01,3.875,2023-05-04
2023-11-01,3.84,2023-05-04
2023-12-01,3.785,2023-05-04
2024-01-01,3.775,2023-05-04
2024-02-01,3.735,2023-05-04
2024-03-01,3.67,2023-05-04
2024-04-01,3.605,2023-05-04
2024-05-01,3.565,2023-05-04
2024-06-01,3.525,2023-05-04
2024-07-01,3.485,2023-05-04
2024-08-01,3.44,2023-05-04
2024-09-01,3.385,2023-05-04
2024-10-01,3.29,2023-05-04
