date,cash_rate,scrape_date
2022-09-01,2.205,2022-09-29
2022-10-01,2.68,2022-09-29
2022-11-01,3.095,2022-09-29
2022-12-01,3.345,2022-09-29
2023-01-01,3.405,2022-09-29
2023-02-01,3.58,2022-09-29
2023-03-01,3.81,2022-09-29
2023-04-01,4.045,2022-09-29
2023-05-01,4.22,2022-09-29
2023-06-01,4.24,2022-09-29
2023-07-01,4.24,2022-09-29
2023-08-01,4.24,2022-09-29
2023-09-01,4.24,2022-09-29
2023-10-01,4.23,2022-09-29
2023-11-01,4.22,2022-09-29
2023-12-01,4.2,2022-09-29
2024-01-01,4.2,2022-09-29
2024-02-01,4.195,2022-09-29
