date,cash_rate,scrape_date
2022-11-01,2.8,2022-11-29
2022-12-01,2.985,2022-11-29
2023-01-01,3.025,2022-11-29
2023-02-01,3.17,2022-11-29
2023-03-01,3.335,2022-11-29
2023-04-01,3.4385,2022-11-29
2023-05-01,3.55,2022-11-29
2023-06-01,3.63,2022-11-29
2023-07-01,3.705,2022-11-29
2023-08-01,3.755,2022-11-29
2023-09-01,3.785,2022-11-29
2023-10-01,3.81,2022-11-29
2023-11-01,3.81,2022-11-29
2023-12-01,3.795,2022-11-29
2024-01-01,3.79,2022-11-29
2024-02-01,3.775,2022-11-29
2024-03-01,3.745,2022-11-29
2024-04-01,3.71,2022-11-29
