date,cash_rate,scrape_date
2022-12-01,2.01,2022-12-30
2023-01-01,3.05,2022-12-30
2023-02-01,3.19,2022-12-30
2023-03-01,3.36,2022-12-30
2023-04-01,3.49,2022-12-30
2023-05-01,3.61,2022-12-30
2023-06-01,3.715,2022-12-30
2023-07-01,3.835,2022-12-30
2023-08-01,3.97,2022-12-30
2023-09-01,3.965,2022-12-30
2023-10-01,3.97,2022-12-30
2023-11-01,3.97,2022-12-30
2023-12-01,4,2022-12-30
2024-01-01,3.995,2022-12-30
2024-02-01,4.005,2022-12-30
2024-03-01,3.985,2022-12-30
2024-04-01,3.96,2022-12-30
2024-05-01,3.94,2022-12-30
