date,cash_rate,scrape_date
2023-05-01,3.8,2023-05-20
2023-06-01,3.85,2023-05-20
2023-07-01,3.915,2023-05-20
2023-08-01,3.99,2023-05-20
2023-09-01,4.005,2023-05-20
2023-10-01,3.98,2023-05-20
2023-11-01,3.965,2023-05-20
2023-12-01,3.93,2023-05-20
2024-01-01,3.92,2023-05-20
2024-02-01,3.89,2023-05-20
2024-03-01,3.84,2023-05-20
2024-04-01,3.785,2023-05-20
2024-05-01,3.745,2023-05-20
2024-06-01,3.675,2023-05-20
2024-07-01,3.635,2023-05-20
2024-08-01,3.615,2023-05-20
2024-09-01,3.56,2023-05-20
2024-10-01,3.475,2023-05-20
