dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate
2025-12-29,2025-12-04,2025-12-03,96.405,96.4,-0.009999999999990905,-0.01037236801160762,-0.005,-0.005,96.4,97.19,96.4,96.4,96.405,6125,6375,895208763,IBZ2025,2025-12-01,2025-12-03,2025-12-04T05:01:11Z,3.5999999999999943
2026-01-28,2025-12-04,2025-12-03,96.405,96.395,-0.0049999999999954525,-0.005186452984798975,-0.005,-0.005,96.4,97.105,96.405,96.4,96.405,1902,2152,919010878,IBF2026,2026-01-01,2025-12-03,2025-12-04T05:01:11Z,3.5999999999999943
2026-02-25,2025-12-04,2025-12-03,96.36,96.355,-0.07000000000000739,-0.07259151716271636,-0.045,-0.047,96.36,97.065,96.395,96.36,96.405,883,883,928464846,IBG2026,2026-02-01,2025-12-03,2025-12-04T05:01:11Z,3.6400000000000006
2026-03-29,2025-12-04,2025-12-03,96.355,96.33500000000001,-0.08499999999999375,-0.08815141301529038,-0.065,-0.067,96.34,97.105,96.4,96.34,96.405,917,917,935346173,IBH2026,2026-03-01,2025-12-03,2025-12-04T05:01:11Z,3.6599999999999966
2026-04-28,2025-12-03,2025-12-03,96.34,96.315,-0.030000000000001137,-0.031109037175300603,0,0,96.405,96.925,96.4,96.405,96.4,140,140,941648808,IBJ2026,2026-04-01,2025-12-03,2025-12-04T05:01:11Z,3.594999999999999
2026-05-27,2025-12-03,2025-12-03,96.29,96.265,-0.04000000000000625,-0.04147871623373905,0.015,0.016,96.395,97.015,96.395,96.395,96.37,10,10,949242588,IBK2026,2026-05-01,2025-12-03,2025-12-04T05:01:11Z,3.605000000000004
2026-06-28,2025-12-02,2025-12-03,96.26,96.23,-0.07000000000000739,-0.07259151716271636,0,0,96.36,96.97500000000001,96.36,96.36,96.34,50,50,955528239,IBM2026,2026-06-01,2025-12-03,2025-12-04T05:01:11Z,3.6599999999999966
2026-07-29,NA,2025-12-03,96.235,96.205,NA,0,NA,NA,NA,NA,NA,NA,96.325,0,0,962344067,IBN2026,2026-07-01,2025-12-03,2025-12-04T05:01:11Z,NA
2026-08-29,NA,2025-12-03,96.19500000000001,96.165,NA,0,NA,NA,NA,NA,NA,NA,96.29,0,0,969160575,IBQ2026,2026-08-01,2025-12-03,2025-12-04T05:01:11Z,NA
2026-09-28,2025-11-26,2025-12-03,96.17,96.14,-0.010000000000005116,-0.010373443983407796,-0.12,-0.124,96.39,96.86500000000001,96.39,96.39,96.27,0,0,976225343,IBU2026,2026-09-01,2025-12-03,2025-12-04T05:01:11Z,3.730000000000004
2026-10-28,2025-12-04,2025-12-03,96.15,96.12,-0.24500000000000455,-0.2541889298127349,-0.1,-0.10400000000000001,96.14,96.86500000000001,96.36,96.14,96.24000000000001,100,100,983956682,IBV2026,2026-10-01,2025-12-03,2025-12-04T05:01:11Z,3.8599999999999994
2026-11-28,2025-12-04,2025-12-03,96.12,96.09,-0.2499999999999858,-0.25943029108077187,-0.095,-0.099,96.11500000000001,96.86500000000001,96.2,96.11500000000001,96.21000000000001,200,200,990482019,IBX2026,2026-11-01,2025-12-03,2025-12-04T05:01:11Z,3.884999999999991
2026-12-29,2025-11-04,2025-12-03,96.105,96.075,0.21000000000000796,0.2179553710430804,0.005,0.005,96.56,96.86500000000001,96.56,96.56,96.185,0,0,996839036,IBZ2026,2026-12-01,2025-12-03,2025-12-04T05:01:11Z,3.8149999999999977
2027-01-27,NA,2025-12-03,96.10000000000001,96.07000000000001,NA,0,NA,NA,NA,NA,NA,NA,96.175,0,0,1004041830,IBF2027,2027-01-01,2025-12-03,2025-12-04T05:01:11Z,NA
2027-02-24,NA,2025-12-03,96.08500000000001,96.055,NA,0,NA,NA,NA,NA,NA,NA,96.155,0,0,1010033436,IBG2027,2027-02-01,2025-12-03,2025-12-04T05:01:11Z,NA
2027-03-29,NA,2025-12-03,96.075,96.045,NA,0,NA,NA,NA,NA,NA,NA,96.14,0,0,1016946091,IBH2027,2027-03-01,2025-12-03,2025-12-04T05:01:11Z,NA
2027-04-28,NA,2025-12-03,96.065,96.035,NA,0,NA,NA,NA,NA,NA,NA,96.125,0,0,1026315950,IBJ2027,2027-04-01,2025-12-03,2025-12-04T05:01:11Z,NA
2027-05-29,NA,2025-12-03,96.055,96.025,NA,0,NA,NA,NA,NA,NA,NA,96.105,0,0,1033478754,IBK2027,2027-05-01,2025-12-03,2025-12-04T05:01:11Z,NA
