date,cash_rate,scrape_date
2023-01-01,NA,2023-01-18
2023-02-01,2.8915,2023-01-18
2023-03-01,8.275,2023-01-18
2023-04-01,8.475,2023-01-18
2023-05-01,2.8555,2023-01-18
2023-06-01,2.605,2023-01-18
2023-07-01,2.3675,2023-01-18
2023-08-01,8.37235,2023-01-18
2023-09-01,2.87235,2023-01-18
2023-10-01,8.7235,2023-01-18
2023-11-01,NA,2023-01-18
2023-12-01,NA,2023-01-18
2024-01-01,2.69,2023-01-18
2024-02-01,2.8266,2023-01-18
2024-03-01,2.3615,2023-01-18
2024-04-01,2.565,2023-01-18
2024-05-01,2.5232,2023-01-18
2024-06-01,2.348,2023-01-18
