date,cash_rate,scrape_date
2023-02-01,3.25,2023-02-09
2023-03-01,3.475,2023-02-09
2023-04-01,3.67,2023-02-09
2023-05-01,3.825,2023-02-09
2023-06-01,3.895,2023-02-09
2023-07-01,3.935,2023-02-09
2023-08-01,3.96,2023-02-09
2023-09-01,3.965,2023-02-09
2023-10-01,3.93,2023-02-09
2023-11-01,3.895,2023-02-09
2023-12-01,3.84,2023-02-09
2024-01-01,3.83,2023-02-09
2024-02-01,3.8,2023-02-09
2024-03-01,3.745,2023-02-09
2024-04-01,3.69,2023-02-09
2024-05-01,3.65,2023-02-09
2024-06-01,3.595,2023-02-09
2024-07-01,3.54,2023-02-09
