date,cash_rate,scrape_date
2023-09-01,4.069999999999993,2023-09-01
2023-10-01,4.090000000000003,2023-09-01
2023-11-01,4.1299999999999955,2023-09-01
2023-12-01,4.140000000000001,2023-09-01
2024-01-01,4.144999999999996,2023-09-01
2024-02-01,4.144999999999996,2023-09-01
2024-03-01,4.1499999999999915,2023-09-01
2024-04-01,4.134999999999991,2023-09-01
2024-05-01,4.125,2023-09-01
2024-06-01,4.099999999999994,2023-09-01
2024-07-01,4.075000000000003,2023-09-01
2024-08-01,4.0249999999999915,2023-09-01
2024-09-01,4,2023-09-01
2024-10-01,3.9549999999999983,2023-09-01
2024-11-01,3.905000000000001,2023-09-01
2024-12-01,3.855000000000004,2023-09-01
2025-01-01,3.8349999999999937,2023-09-01
2025-02-01,3.7849999999999966,2023-09-01
