date,cash_rate,scrape_date
2023-04-01,3.565,2023-04-06
2023-05-01,3.615,2023-04-06
2023-06-01,3.625,2023-04-06
2023-07-01,3.62,2023-04-06
2023-08-01,3.585,2023-04-06
2023-09-01,3.54,2023-04-06
2023-10-01,3.485,2023-04-06
2023-11-01,3.44,2023-04-06
2023-12-01,3.375,2023-04-06
2024-01-01,3.365,2023-04-06
2024-02-01,3.33,2023-04-06
2024-03-01,3.27,2023-04-06
2024-04-01,3.245,2023-04-06
2024-05-01,3.21,2023-04-06
2024-06-01,3.165,2023-04-06
2024-07-01,3.12,2023-04-06
2024-08-01,3.09,2023-04-06
2024-09-01,3.05,2023-04-06
