date,cash_rate,scrape_date
2024-04-01,4.314999999999998,2024-04-26
2024-05-01,4.325000000000003,2024-04-26
2024-06-01,4.334999999999994,2024-04-26
2024-07-01,4.355000000000004,2024-04-26
2024-08-01,4.405000000000001,2024-04-26
2024-09-01,4.424999999999997,2024-04-26
2024-10-01,4.454999999999998,2024-04-26
2024-11-01,4.429999999999993,2024-04-26
2024-12-01,4.414999999999992,2024-04-26
2025-01-01,4.405000000000001,2024-04-26
2025-02-01,4.355000000000004,2024-04-26
2025-03-01,4.3799999999999955,2024-04-26
2025-04-01,4.364999999999995,2024-04-26
2025-05-01,4.325000000000003,2024-04-26
2025-06-01,4.299999999999997,2024-04-26
2025-07-01,4.269999999999996,2024-04-26
2025-08-01,4.239999999999995,2024-04-26
2025-09-01,4.215000000000003,2024-04-26
