date,cash_rate,scrape_date
2024-09-01,4.334999999999994,2024-09-10
2024-10-01,4.319999999999993,2024-09-10
2024-11-01,4.2749999999999915,2024-09-10
2024-12-01,4.194999999999993,2024-09-10
2025-01-01,4.1499999999999915,2024-09-10
2025-02-01,4.079999999999998,2024-09-10
2025-03-01,3.9599999999999937,2024-09-10
2025-04-01,3.7549999999999955,2024-09-10
2025-05-01,3.6799999999999926,2024-09-10
2025-06-01,3.549999999999997,2024-09-10
2025-07-01,3.489999999999995,2024-09-10
2025-08-01,3.4200000000000017,2024-09-10
2025-09-01,3.384999999999991,2024-09-10
2025-10-01,3.3299999999999983,2024-09-10
2025-11-01,3.289999999999992,2024-09-10
2025-12-01,3.25,2024-09-10
2026-01-01,3.2349999999999994,2024-09-10
2026-02-01,3.200000000000003,2024-09-10
