dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate
2025-12-29,2025-12-01,2025-12-01,96.41,96.405,-0.010000000000005116,-0.010371830109428113,-0.005,-0.005,96.405,97.19,96.405,96.405,96.41,2544,2544,895208763,IBZ2025,2025-12-01,2025-12-01,2025-12-01T23:18:33Z,3.594999999999999
2026-01-28,2025-12-01,2025-12-01,96.41,96.405,-0.010000000000005116,-0.010371830109428113,-0.005,-0.005,96.405,97.105,96.405,96.405,96.41,20,20,919010878,IBF2026,2026-01-01,2025-12-01,2025-12-01T23:18:33Z,3.594999999999999
2026-02-25,2025-12-01,2025-12-01,96.415,96.41,-0.04999999999999716,-0.05183495749533191,-0.005,-0.005,96.41,97.065,96.41,96.41,96.415,851,851,928464846,IBG2026,2026-02-01,2025-12-01,2025-12-01T23:18:33Z,3.5900000000000034
2026-03-29,2025-12-01,2025-12-01,96.42,96.415,-0.04999999999999716,-0.051832270771779564,-0.005,-0.005,96.415,97.105,96.415,96.415,96.42,40,40,935346173,IBH2026,2026-03-01,2025-12-01,2025-12-01T23:18:33Z,3.5849999999999937
2026-04-28,2025-12-01,2025-12-01,96.415,96.405,-0.06499999999999773,-0.06737147595356315,-0.005,-0.005,96.415,96.925,96.415,96.415,96.42,37,43,941648808,IBJ2026,2026-04-01,2025-12-01,2025-12-01T23:18:33Z,3.5849999999999937
2026-05-27,2025-11-26,2025-12-01,96.405,96.38,-0.10500000000000398,-0.108791379578308,-0.105,-0.109,96.41,97.015,96.41,96.41,96.405,0,0,949242588,IBK2026,2026-05-01,2025-12-01,2025-12-01T23:18:33Z,3.594999999999999
2026-06-28,2025-12-01,2025-12-01,96.38,96.36500000000001,-0.14499999999999602,-0.15022793203480733,-0.01,-0.01,96.375,96.97500000000001,96.375,96.375,96.385,15,15,955528239,IBM2026,2026-06-01,2025-12-01,2025-12-01T23:18:33Z,3.625
2026-07-29,NA,2025-12-01,96.38,96.35000000000001,NA,0,NA,NA,NA,NA,NA,NA,96.375,0,0,962344067,IBN2026,2026-07-01,2025-12-01,2025-12-01T23:18:33Z,NA
2026-08-29,NA,2025-12-01,96.36,96.33,NA,0,NA,NA,NA,NA,NA,NA,96.355,0,0,969160575,IBQ2026,2026-08-01,2025-12-01,2025-12-01T23:18:33Z,NA
2026-09-28,2025-11-26,2025-12-01,96.345,96.315,-0.12000000000000455,-0.12433944668946693,-0.12,-0.124,96.39,96.86500000000001,96.39,96.39,96.34,0,0,976225343,IBU2026,2026-09-01,2025-12-01,2025-12-01T23:18:33Z,3.6599999999999966
2026-10-28,2025-11-26,2025-12-01,96.32000000000001,96.29,-0.14000000000000057,-0.14507772020725448,-0.14,-0.145,96.36,96.86500000000001,96.36,96.36,96.325,0,0,983956682,IBV2026,2026-10-01,2025-12-01,2025-12-01T23:18:33Z,3.674999999999997
2026-11-28,2025-11-04,2025-12-01,96.29,96.26,0.09499999999999886,0.0984609006581322,-0.03,-0.031,96.58,96.86500000000001,96.58,96.58,96.3,0,0,990482019,IBX2026,2026-11-01,2025-12-01,2025-12-01T23:18:33Z,3.700000000000003
2026-12-29,2025-11-04,2025-12-01,96.275,96.245,0.0799999999999983,0.08291873963515578,0.005,0.005,96.56,96.86500000000001,96.56,96.56,96.285,0,0,996839036,IBZ2026,2026-12-01,2025-12-01,2025-12-01T23:18:33Z,3.7150000000000034
2027-01-27,NA,2025-12-01,96.27,96.24000000000001,NA,0,NA,NA,NA,NA,NA,NA,96.28,0,0,1004041830,IBF2027,2027-01-01,2025-12-01,2025-12-01T23:18:33Z,NA
2027-02-24,NA,2025-12-01,96.25,96.22,NA,0,NA,NA,NA,NA,NA,NA,96.26,0,0,1010033436,IBG2027,2027-02-01,2025-12-01,2025-12-01T23:18:33Z,NA
2027-03-29,NA,2025-12-01,96.24000000000001,96.21000000000001,NA,0,NA,NA,NA,NA,NA,NA,96.25,0,0,1016946091,IBH2027,2027-03-01,2025-12-01,2025-12-01T23:18:33Z,NA
2027-04-28,NA,2025-12-01,96.23,96.2,NA,0,NA,NA,NA,NA,NA,NA,96.235,0,0,1026315950,IBJ2027,2027-04-01,2025-12-01,2025-12-01T23:18:33Z,NA
2027-05-29,NA,2025-12-01,96.21000000000001,96.18,NA,0,NA,NA,NA,NA,NA,NA,96.22,0,0,1033478754,IBK2027,2027-05-01,2025-12-01,2025-12-01T23:18:33Z,NA
