date,cash_rate,scrape_date
2023-05-01,3.795,2023-05-11
2023-06-01,3.835,2023-05-11
2023-07-01,3.865,2023-05-11
2023-08-01,3.9,2023-05-11
2023-09-01,3.885,2023-05-11
2023-10-01,3.815,2023-05-11
2023-11-01,3.76,2023-05-11
2023-12-01,3.715,2023-05-11
2024-01-01,3.705,2023-05-11
2024-02-01,3.665,2023-05-11
2024-03-01,3.6,2023-05-11
2024-04-01,3.53,2023-05-11
2024-05-01,3.49,2023-05-11
2024-06-01,3.42,2023-05-11
2024-07-01,3.38,2023-05-11
2024-08-01,3.34,2023-05-11
2024-09-01,3.285,2023-05-11
2024-10-01,3.215,2023-05-11
