date,cash_rate,scrape_date
2023-02-01,3.24,2023-02-03
2023-03-01,3.41,2023-02-03
2023-04-01,3.52,2023-02-03
2023-05-01,3.63,2023-02-03
2023-06-01,3.675,2023-02-03
2023-07-01,3.715,2023-02-03
2023-08-01,3.72,2023-02-03
2023-09-01,3.71,2023-02-03
2023-10-01,3.69,2023-02-03
2023-11-01,3.66,2023-02-03
2023-12-01,3.62,2023-02-03
2024-01-01,3.61,2023-02-03
2024-02-01,3.58,2023-02-03
2024-03-01,3.535,2023-02-03
2024-04-01,3.485,2023-02-03
2024-05-01,3.445,2023-02-03
2024-06-01,3.4,2023-02-03
2024-07-01,3.35,2023-02-03
