date,cash_rate,scrape_date
2022-12-01,3.01,2022-12-23
2023-01-01,3.05,2022-12-23
2023-02-01,3.195,2022-12-23
2023-03-01,3.34,2022-12-23
2023-04-01,3.4385,2022-12-23
2023-05-01,3.54,2022-12-23
2023-06-01,3.62,2022-12-23
2023-07-01,3.705,2022-12-23
2023-08-01,3.765,2022-12-23
2023-09-01,3.775,2022-12-23
2023-10-01,3.775,2022-12-23
2023-11-01,3.78,2022-12-23
2023-12-01,3.755,2022-12-23
2024-01-01,3.75,2022-12-23
2024-02-01,3.735,2022-12-23
2024-03-01,3.715,2022-12-23
2024-04-01,3.69,2022-12-23
2024-05-01,3.67,2022-12-23
