date,cash_rate,scrape_date
2023-04-01,3.565,2023-04-08
2023-05-01,3.61,2023-04-08
2023-06-01,3.615,2023-04-08
2023-07-01,3.6,2023-04-08
2023-08-01,3.555,2023-04-08
2023-09-01,3.525,2023-04-08
2023-10-01,3.46,2023-04-08
2023-11-01,3.41,2023-04-08
2023-12-01,3.35,2023-04-08
2024-01-01,3.335,2023-04-08
2024-02-01,3.29,2023-04-08
2024-03-01,3.235,2023-04-08
2024-04-01,3.21,2023-04-08
2024-05-01,3.17,2023-04-08
2024-06-01,3.125,2023-04-08
2024-07-01,3.08,2023-04-08
2024-08-01,3.05,2023-04-08
2024-09-01,3.01,2023-04-08
