date,cash_rate,scrape_date
2022-10-01,2.52,2022-10-09
2022-11-01,2.8,2022-10-09
2022-12-01,2.98,2022-10-09
2023-01-01,3.015,2022-10-09
2023-02-01,3.185,2022-10-09
2023-03-01,3.41,2022-10-09
2023-04-01,3.615,2022-10-09
2023-05-01,3.74,2022-10-09
2023-06-01,3.765,2022-10-09
2023-07-01,3.785,2022-10-09
2023-08-01,3.8,2022-10-09
2023-09-01,3.815,2022-10-09
2023-10-01,3.83,2022-10-09
2023-11-01,3.835,2022-10-09
2023-12-01,3.835,2022-10-09
2024-01-01,3.815,2022-10-09
2024-02-01,3.82,2022-10-09
2024-03-01,3.8,2022-10-09
