date,cash_rate,scrape_date
2026-01-01,3.594999999999999,2026-01-07
2026-02-01,3.6799999999999926,2026-01-07
2026-03-01,3.700000000000003,2026-01-07
2026-04-01,3.719999999999999,2026-01-07
2026-05-01,3.825000000000003,2026-01-07
2026-06-01,3.855000000000004,2026-01-07
2026-07-01,3.875,2026-01-07
2026-08-01,3.9399999999999977,2026-01-07
2026-09-01,3.9749999999999943,2026-01-07
2026-10-01,3.989999999999995,2026-01-07
2026-11-01,4.019999999999996,2026-01-07
2026-12-01,4.034999999999997,2026-01-07
2027-01-01,4.039999999999992,2026-01-07
2027-02-01,4.049999999999997,2026-01-07
2027-03-01,4.060000000000002,2026-01-07
2027-04-01,4.064999999999998,2026-01-07
2027-05-01,4.075000000000003,2026-01-07
2027-06-01,4.079999999999998,2026-01-07
