date,cash_rate,scrape_date
2023-02-01,3.24,2023-02-06
2023-03-01,3.4,2023-02-06
2023-04-01,3.48,2023-02-06
2023-05-01,3.565,2023-02-06
2023-06-01,3.6,2023-02-06
2023-07-01,3.63,2023-02-06
2023-08-01,3.62,2023-02-06
2023-09-01,3.625,2023-02-06
2023-10-01,3.585,2023-02-06
2023-11-01,3.55,2023-02-06
2023-12-01,3.5,2023-02-06
2024-01-01,3.49,2023-02-06
2024-02-01,3.455,2023-02-06
2024-03-01,3.41,2023-02-06
2024-04-01,3.355,2023-02-06
2024-05-01,3.315,2023-02-06
2024-06-01,3.265,2023-02-06
2024-07-01,3.215,2023-02-06
