date,cash_rate,scrape_date
2024-11-01,4.340000000000003,2024-11-28
2024-12-01,4.329999999999998,2024-11-28
2025-01-01,4.325000000000003,2024-11-28
2025-02-01,4.295000000000002,2024-11-28
2025-03-01,4.239999999999995,2024-11-28
2025-04-01,4.164999999999992,2024-11-28
2025-05-01,4.109999999999999,2024-11-28
2025-06-01,4.019999999999996,2024-11-28
2025-07-01,3.9650000000000034,2024-11-28
2025-08-01,3.894999999999996,2024-11-28
2025-09-01,3.8599999999999994,2024-11-28
2025-10-01,3.819999999999993,2024-11-28
2025-11-01,3.769999999999996,2024-11-28
2025-12-01,3.730000000000004,2024-11-28
2026-01-01,3.7150000000000034,2024-11-28
2026-02-01,3.6799999999999926,2024-11-28
2026-03-01,3.664999999999992,2024-11-28
2026-04-01,3.644999999999996,2024-11-28
