date,cash_rate,scrape_date
2022-06-01,0.695,2022-06-15
2022-07-01,1.275,2022-06-15
2022-08-01,1.86,2022-06-15
2022-09-01,2.255,2022-06-15
2022-10-01,2.775,2022-06-15
2022-11-01,3.3,2022-06-15
2022-12-01,3.57,2022-06-15
2023-01-01,3.64,2022-06-15
2023-02-01,3.855,2022-06-15
2023-03-01,4.005,2022-06-15
2023-04-01,4.125,2022-06-15
2023-05-01,4.18,2022-06-15
2023-06-01,4.19,2022-06-15
2023-07-01,4.19,2022-06-15
2023-08-01,4.185,2022-06-15
2023-09-01,4.185,2022-06-15
2023-10-01,4.185,2022-06-15
2023-11-01,4.145,2022-06-15
