date,cash_rate,scrape_date
2023-05-01,3.795,2023-05-06
2023-06-01,3.83,2023-05-06
2023-07-01,3.85,2023-05-06
2023-08-01,3.86,2023-05-06
2023-09-01,3.835,2023-05-06
2023-10-01,3.765,2023-05-06
2023-11-01,3.69,2023-05-06
2023-12-01,3.61,2023-05-06
2024-01-01,3.6,2023-05-06
2024-02-01,3.54,2023-05-06
2024-03-01,3.465,2023-05-06
2024-04-01,3.39,2023-05-06
2024-05-01,3.35,2023-05-06
2024-06-01,3.28,2023-05-06
2024-07-01,3.24,2023-05-06
2024-08-01,3.195,2023-05-06
2024-09-01,3.17,2023-05-06
2024-10-01,3.075,2023-05-06
