date,cash_rate,scrape_date
2023-02-01,3.255,2023-02-28
2023-03-01,3.505,2023-02-28
2023-04-01,3.735,2023-02-28
2023-05-01,3.95,2023-02-28
2023-06-01,4.08,2023-02-28
2023-07-01,4.2,2023-02-28
2023-08-01,4.305,2023-02-28
2023-09-01,4.335,2023-02-28
2023-10-01,4.345,2023-02-28
2023-11-01,4.34,2023-02-28
2023-12-01,4.305,2023-02-28
2024-01-01,4.31,2023-02-28
2024-02-01,4.27,2023-02-28
2024-03-01,4.24,2023-02-28
2024-04-01,4.19,2023-02-28
2024-05-01,4.145,2023-02-28
2024-06-01,4.085,2023-02-28
2024-07-01,4.02,2023-02-28
