date,cash_rate,scrape_date
2024-07-01,4.334999999999994,2024-07-22
2024-08-01,4.390000000000001,2024-07-22
2024-09-01,4.409999999999997,2024-07-22
2024-10-01,4.420000000000002,2024-07-22
2024-11-01,4.420000000000002,2024-07-22
2024-12-01,4.3799999999999955,2024-07-22
2025-01-01,4.375,2024-07-22
2025-02-01,4.344999999999999,2024-07-22
2025-03-01,4.295000000000002,2024-07-22
2025-04-01,4.224999999999994,2024-07-22
2025-05-01,4.189999999999998,2024-07-22
2025-06-01,4.134999999999991,2024-07-22
2025-07-01,4.090000000000003,2024-07-22
2025-08-01,4.030000000000001,2024-07-22
2025-09-01,4.0049999999999955,2024-07-22
2025-10-01,3.9599999999999937,2024-07-22
2025-11-01,3.914999999999992,2024-07-22
2025-12-01,3.8799999999999955,2024-07-22
