date,cash_rate,scrape_date
2025-03-01,4.084999999999994,2025-02-28
2025-04-01,4.054999999999993,2025-02-28
2025-05-01,4,2025-02-28
2025-06-01,3.894999999999996,2025-02-28
2025-07-01,3.819999999999993,2025-02-28
2025-08-01,3.700000000000003,2025-02-28
2025-09-01,3.6299999999999955,2025-02-28
2025-10-01,3.594999999999999,2025-02-28
2025-11-01,3.539999999999992,2025-02-28
2025-12-01,3.5,2025-02-28
2026-01-01,3.489999999999995,2025-02-28
2026-02-01,3.4749999999999943,2025-02-28
2026-03-01,3.4650000000000034,2025-02-28
2026-04-01,3.4549999999999983,2025-02-28
2026-05-01,3.450000000000003,2025-02-28
2026-06-01,3.444999999999993,2025-02-28
2026-07-01,3.4399999999999977,2025-02-28
