dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate
2025-12-29,2025-12-01,2025-11-28,96.41,96.405,-0.0049999999999954525,-0.00518618400580381,-0.005,-0.005,96.405,97.19,96.405,96.405,96.41,2544,2544,895208763,IBZ2025,2025-12-01,2025-11-28,2025-12-01T05:38:40Z,3.594999999999999
2026-01-28,2025-12-01,2025-11-28,96.41,96.405,-0.010000000000005116,-0.010371830109428113,-0.005,-0.005,96.405,97.105,96.405,96.405,96.41,29,29,919010878,IBF2026,2026-01-01,2025-11-28,2025-12-01T05:38:40Z,3.594999999999999
2026-02-25,2025-12-01,2025-11-28,96.415,96.41,-0.05500000000000682,-0.05701549784896783,-0.005,-0.005,96.41,97.065,96.41,96.41,96.415,104,104,928464846,IBG2026,2026-02-01,2025-11-28,2025-12-01T05:38:40Z,3.5900000000000034
2026-03-29,2025-12-01,2025-11-28,96.42,96.415,-0.05499999999999261,-0.05700958797615197,0.005,0.005,96.42,97.105,96.415,96.42,96.415,13,19,935346173,IBH2026,2026-03-01,2025-11-28,2025-12-01T05:38:40Z,3.5799999999999983
2026-04-28,2025-12-01,2025-11-28,96.42,96.415,-0.06499999999999773,-0.06736798466082575,0,0,96.42,96.925,96.415,96.42,96.42,24,30,941648808,IBJ2026,2026-04-01,2025-11-28,2025-12-01T05:38:40Z,3.5799999999999983
2026-05-27,2025-11-26,2025-11-28,96.415,96.39,-0.10500000000000398,-0.108791379578308,-0.105,-0.109,96.41,97.015,96.41,96.41,96.405,0,0,949242588,IBK2026,2026-05-01,2025-11-28,2025-12-01T05:38:40Z,3.594999999999999
2026-06-28,2025-12-01,2025-11-28,96.39,96.38,-0.14499999999999602,-0.15022793203480733,-0.015,-0.016,96.375,96.97500000000001,96.52,96.375,96.39,50,50,955528239,IBM2026,2026-06-01,2025-11-28,2025-12-01T05:38:40Z,3.625
2026-07-29,NA,2025-11-28,96.39,96.36,NA,0,NA,NA,NA,NA,NA,NA,96.385,0,0,962344067,IBN2026,2026-07-01,2025-11-28,2025-12-01T05:38:40Z,NA
2026-08-29,NA,2025-11-28,96.37,96.34,NA,0,NA,NA,NA,NA,NA,NA,96.37,0,0,969160575,IBQ2026,2026-08-01,2025-11-28,2025-12-01T05:38:40Z,NA
2026-09-28,2025-11-26,2025-11-28,96.355,96.325,-0.12000000000000455,-0.12433944668946693,-0.12,-0.124,96.39,96.86500000000001,96.39,96.39,96.355,0,0,976225343,IBU2026,2026-09-01,2025-11-28,2025-12-01T05:38:40Z,3.644999999999996
2026-10-28,2025-11-26,2025-11-28,96.34,96.31,-0.14499999999999602,-0.15025128231697427,-0.14,-0.145,96.36,96.86500000000001,96.36,96.36,96.345,0,0,983956682,IBV2026,2026-10-01,2025-11-28,2025-12-01T05:38:40Z,3.655000000000001
2026-11-28,2025-11-04,2025-11-28,96.315,96.285,0.09499999999999886,0.0984609006581322,-0.03,-0.031,96.58,96.86500000000001,96.58,96.58,96.325,0,0,990482019,IBX2026,2026-11-01,2025-11-28,2025-12-01T05:38:40Z,3.674999999999997
2026-12-29,2025-11-04,2025-11-28,96.3,96.27,0.09000000000000341,0.0932932517881242,0.005,0.005,96.56,96.86500000000001,96.56,96.56,96.31,0,0,996839036,IBZ2026,2026-12-01,2025-11-28,2025-12-01T05:38:40Z,3.6899999999999977
2027-01-27,NA,2025-11-28,96.295,96.265,NA,0,NA,NA,NA,NA,NA,NA,96.305,0,0,1004041830,IBF2027,2027-01-01,2025-11-28,2025-12-01T05:38:40Z,NA
2027-02-24,NA,2025-11-28,96.28,96.25,NA,0,NA,NA,NA,NA,NA,NA,96.285,0,0,1010033436,IBG2027,2027-02-01,2025-11-28,2025-12-01T05:38:40Z,NA
2027-03-29,NA,2025-11-28,96.27,96.24000000000001,NA,0,NA,NA,NA,NA,NA,NA,96.275,0,0,1016946091,IBH2027,2027-03-01,2025-11-28,2025-12-01T05:38:40Z,NA
2027-04-28,NA,2025-11-28,96.255,96.22500000000001,NA,0,NA,NA,NA,NA,NA,NA,96.265,0,0,1026315950,IBJ2027,2027-04-01,2025-11-28,2025-12-01T05:38:40Z,NA
2027-05-29,NA,NA,96.24000000000001,96.21000000000001,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1033478754,IBK2027,2027-05-01,NA,2025-12-01T05:38:40Z,NA
