date,cash_rate,scrape_date
2022-10-01,2.52,2022-10-06
2022-11-01,2.78,2022-10-06
2022-12-01,2.935,2022-10-06
2023-01-01,2.97,2022-10-06
2023-02-01,3.095,2022-10-06
2023-03-01,3.25,2022-10-06
2023-04-01,3.415,2022-10-06
2023-05-01,3.535,2022-10-06
2023-06-01,3.54,2022-10-06
2023-07-01,3.55,2022-10-06
2023-08-01,3.545,2022-10-06
2023-09-01,3.53,2022-10-06
2023-10-01,3.53,2022-10-06
2023-11-01,3.54,2022-10-06
2023-12-01,3.535,2022-10-06
2024-01-01,3.535,2022-10-06
2024-02-01,3.535,2022-10-06
2024-03-01,3.53,2022-10-06
