date,cash_rate,scrape_date
2025-05-01,3.9950000000000045,2025-05-12
2025-06-01,3.825000000000003,2025-05-12
2025-07-01,3.7349999999999994,2025-05-12
2025-08-01,3.575000000000003,2025-05-12
2025-09-01,3.5,2025-05-12
2025-10-01,3.3700000000000045,2025-05-12
2025-11-01,3.2249999999999943,2025-05-12
2025-12-01,3.174999999999997,2025-05-12
2026-01-01,3.1700000000000017,2025-05-12
2026-02-01,3.125,2025-05-12
2026-03-01,3.105000000000004,2025-05-12
2026-04-01,3.0849999999999937,2025-05-12
2026-05-01,3.069999999999993,2025-05-12
2026-06-01,3.0649999999999977,2025-05-12
2026-07-01,3.0649999999999977,2025-05-12
2026-08-01,3.0649999999999977,2025-05-12
2026-09-01,3.0649999999999977,2025-05-12
2026-10-01,3.069999999999993,2025-05-12
