date,cash_rate,scrape_date
2023-12-01,4.314999999999998,2023-12-22
2024-01-01,4.310000000000002,2023-12-22
2024-02-01,4.334999999999994,2023-12-22
2024-03-01,4.314999999999998,2023-12-22
2024-04-01,4.269999999999996,2023-12-22
2024-05-01,4.179999999999993,2023-12-22
2024-06-01,4.1200000000000045,2023-12-22
2024-07-01,4.054999999999993,2023-12-22
2024-08-01,3.9749999999999943,2023-12-22
2024-09-01,3.9399999999999977,2023-12-22
2024-10-01,3.8700000000000045,2023-12-22
2024-11-01,3.8049999999999926,2023-12-22
2024-12-01,3.739999999999995,2023-12-22
2025-01-01,3.7150000000000034,2023-12-22
2025-02-01,3.664999999999992,2023-12-22
2025-03-01,3.634999999999991,2023-12-22
2025-04-01,3.5999999999999943,2023-12-22
2025-05-01,3.5649999999999977,2023-12-22
