date,cash_rate,scrape_date
2025-07-01,3.8349999999999937,2025-07-23
2025-08-01,3.674999999999997,2025-07-23
2025-09-01,3.575000000000003,2025-07-23
2025-10-01,3.450000000000003,2025-07-23
2025-11-01,3.289999999999992,2025-07-23
2025-12-01,3.2150000000000034,2025-07-23
2026-01-01,3.1899999999999977,2025-07-23
2026-02-01,3.0849999999999937,2025-07-23
2026-03-01,3.069999999999993,2025-07-23
2026-04-01,3.0549999999999926,2025-07-23
2026-05-01,3.030000000000001,2025-07-23
2026-06-01,3.0249999999999915,2025-07-23
2026-07-01,3.019999999999996,2025-07-23
2026-08-01,3.019999999999996,2025-07-23
2026-09-01,3.0249999999999915,2025-07-23
2026-10-01,3.030000000000001,2025-07-23
2026-11-01,3.0349999999999966,2025-07-23
2026-12-01,3.0450000000000017,2025-07-23
