date,cash_rate,scrape_date
2022-12-01,3.01,2023-01-02
2023-01-01,3.05,2023-01-02
2023-02-01,3.19,2023-01-02
2023-03-01,3.355,2023-01-02
2023-04-01,3.485,2023-01-02
2023-05-01,3.615,2023-01-02
2023-06-01,3.73,2023-01-02
2023-07-01,3.85,2023-01-02
2023-08-01,3.935,2023-01-02
2023-09-01,3.98,2023-01-02
2023-10-01,3.985,2023-01-02
2023-11-01,3.985,2023-01-02
2023-12-01,4.015,2023-01-02
2024-01-01,4.01,2023-01-02
2024-02-01,4.02,2023-01-02
2024-03-01,4,2023-01-02
2024-04-01,3.975,2023-01-02
2024-05-01,3.955,2023-01-02
