date,cash_rate,scrape_date
2025-02-01,4.25,2025-02-24
2025-03-01,4.084999999999994,2025-02-24
2025-04-01,4.049999999999997,2025-02-24
2025-05-01,3.989999999999995,2025-02-24
2025-06-01,3.884999999999991,2025-02-24
2025-07-01,3.855000000000004,2025-02-24
2025-08-01,3.75,2025-02-24
2025-09-01,3.700000000000003,2025-02-24
2025-10-01,3.664999999999992,2025-02-24
2025-11-01,3.625,2025-02-24
2025-12-01,3.594999999999999,2025-02-24
2026-01-01,3.5849999999999937,2025-02-24
2026-02-01,3.5900000000000034,2025-02-24
2026-03-01,3.5849999999999937,2025-02-24
2026-04-01,3.5799999999999983,2025-02-24
2026-05-01,3.5799999999999983,2025-02-24
2026-06-01,3.5849999999999937,2025-02-24
2026-07-01,3.5900000000000034,2025-02-24
