date,cash_rate,scrape_date
2022-10-01,2.525,2022-10-11
2022-11-01,2.805,2022-10-11
2022-12-01,2.97,2022-10-11
2023-01-01,3.01,2022-10-11
2023-02-01,3.165,2022-10-11
2023-03-01,3.39,2022-10-11
2023-04-01,3.595,2022-10-11
2023-05-01,3.74,2022-10-11
2023-06-01,3.775,2022-10-11
2023-07-01,3.805,2022-10-11
2023-08-01,3.835,2022-10-11
2023-09-01,3.86,2022-10-11
2023-10-01,3.885,2022-10-11
2023-11-01,3.885,2022-10-11
2023-12-01,3.875,2022-10-11
2024-01-01,3.87,2022-10-11
2024-02-01,3.87,2022-10-11
2024-03-01,3.855,2022-10-11
