date,cash_rate,scrape_date
2023-03-01,3.51,2023-03-09
2023-04-01,3.69,2023-03-09
2023-05-01,3.825,2023-03-09
2023-06-01,3.9,2023-03-09
2023-07-01,3.985,2023-03-09
2023-08-01,4.045,2023-03-09
2023-09-01,4.06,2023-03-09
2023-10-01,4.055,2023-03-09
2023-11-01,4.05,2023-03-09
2023-12-01,4.015,2023-03-09
2024-01-01,4.01,2023-03-09
2024-02-01,3.99,2023-03-09
2024-03-01,3.95,2023-03-09
2024-04-01,3.905,2023-03-09
2024-05-01,3.87,2023-03-09
2024-06-01,3.825,2023-03-09
2024-07-01,3.775,2023-03-09
2024-08-01,3.73,2023-03-09
