date,cash_rate,scrape_date
2026-01-01,3.594999999999999,2026-01-08
2026-02-01,3.655000000000001,2026-01-08
2026-03-01,3.674999999999997,2026-01-08
2026-04-01,3.6850000000000023,2026-01-08
2026-05-01,3.769999999999996,2026-01-08
2026-06-01,3.799999999999997,2026-01-08
2026-07-01,3.8149999999999977,2026-01-08
2026-08-01,3.8700000000000045,2026-01-08
2026-09-01,3.8900000000000006,2026-01-08
2026-10-01,3.8999999999999915,2026-01-08
2026-11-01,3.9299999999999926,2026-01-08
2026-12-01,3.9399999999999977,2026-01-08
2027-01-01,3.944999999999993,2026-01-08
2027-02-01,3.950000000000003,2026-01-08
2027-03-01,3.9549999999999983,2026-01-08
2027-04-01,3.9599999999999937,2026-01-08
2027-05-01,3.9650000000000034,2026-01-08
2027-06-01,3.969999999999999,2026-01-08
