date,cash_rate,scrape_date
2023-02-01,3.255,2023-03-01
2023-03-01,3.505,2023-03-01
2023-04-01,3.73,2023-03-01
2023-05-01,3.935,2023-03-01
2023-06-01,4.045,2023-03-01
2023-07-01,4.145,2023-03-01
2023-08-01,4.24,2023-03-01
2023-09-01,4.265,2023-03-01
2023-10-01,4.275,2023-03-01
2023-11-01,4.275,2023-03-01
2023-12-01,4.255,2023-03-01
2024-01-01,4.25,2023-03-01
2024-02-01,4.22,2023-03-01
2024-03-01,4.19,2023-03-01
2024-04-01,4.14,2023-03-01
2024-05-01,4.095,2023-03-01
2024-06-01,4.035,2023-03-01
2024-07-01,3.97,2023-03-01
