date,cash_rate,scrape_date
2025-04-01,4.079999999999998,2025-04-15
2025-05-01,3.9650000000000034,2025-04-15
2025-06-01,3.75,2025-04-15
2025-07-01,3.539999999999992,2025-04-15
2025-08-01,3.289999999999992,2025-04-15
2025-09-01,3.1799999999999926,2025-04-15
2025-10-01,3.030000000000001,2025-04-15
2025-11-01,2.905000000000001,2025-04-15
2025-12-01,2.894999999999996,2025-04-15
2026-01-01,2.884999999999991,2025-04-15
2026-02-01,2.875,2025-04-15
2026-03-01,2.864999999999995,2025-04-15
2026-04-01,2.8499999999999943,2025-04-15
2026-05-01,2.8499999999999943,2025-04-15
2026-06-01,2.855000000000004,2025-04-15
2026-07-01,2.8599999999999994,2025-04-15
2026-08-01,2.875,2025-04-15
2026-09-01,2.884999999999991,2025-04-15
