date,cash_rate,scrape_date
2026-03-01,3.9599999999999937,2026-03-27
2026-04-01,4.094999999999999,2026-03-27
2026-05-01,4.2450000000000045,2026-03-27
2026-06-01,4.325000000000003,2026-03-27
2026-07-01,4.3799999999999955,2026-03-27
2026-08-01,4.5,2026-03-27
2026-09-01,4.575000000000003,2026-03-27
2026-10-01,4.709999999999994,2026-03-27
2026-11-01,4.804999999999993,2026-03-27
2026-12-01,4.825000000000003,2026-03-27
2027-01-01,4.825000000000003,2026-03-27
2027-02-01,4.829999999999998,2026-03-27
2027-03-01,4.834999999999994,2026-03-27
2027-04-01,4.840000000000003,2026-03-27
2027-05-01,4.825000000000003,2026-03-27
2027-06-01,4.814999999999998,2026-03-27
2027-07-01,4.795000000000002,2026-03-27
2027-08-01,4.7749999999999915,2026-03-27
