dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate
2025-12-29,2025-12-01,2025-12-02,96.41,96.405,-0.010000000000005116,-0.010371830109428113,-0.005,-0.005,96.405,97.19,96.405,96.405,96.41,0,0,895208763,IBZ2025,2025-12-01,2025-12-02,2025-12-02T19:34:49Z,3.5900000000000034
2026-01-28,2025-12-01,2025-12-02,96.41,96.405,-0.010000000000005116,-0.010371830109428113,-0.005,-0.005,96.405,97.105,96.405,96.405,96.41,0,0,919010878,IBF2026,2026-01-01,2025-12-02,2025-12-02T19:34:49Z,3.5900000000000034
2026-02-25,2025-12-02,2025-12-02,96.415,96.395,-0.04999999999999716,-0.05183495749533191,0,0,96.41,97.065,96.41,96.41,96.41,45,45,928464846,IBG2026,2026-02-01,2025-12-02,2025-12-02T19:34:49Z,3.5900000000000034
2026-03-29,2025-12-02,2025-12-02,96.425,96.405,-0.05500000000000682,-0.05701549784896783,-0.01,-0.01,96.41,97.105,96.405,96.41,96.41,610,685,935346173,IBH2026,2026-03-01,2025-12-02,2025-12-02T19:34:49Z,3.5900000000000034
2026-04-28,2025-12-02,2025-12-02,NA,NA,-0.07500000000000284,-0.07773631840796315,-0.015,-0.016,96.405,96.925,96.4,96.405,96.405,267,267,941648808,IBJ2026,2026-04-01,2025-12-02,2025-12-02T19:34:49Z,3.594999999999999
2026-05-27,2025-11-26,2025-12-02,NA,NA,-0.10500000000000398,-0.108791379578308,-0.105,-0.109,96.41,97.015,96.41,96.41,96.38,0,0,949242588,IBK2026,2026-05-01,2025-12-02,2025-12-02T19:34:49Z,3.6200000000000045
2026-06-28,2025-12-01,2025-12-02,NA,NA,-0.14499999999999602,-0.15022793203480733,-0.01,-0.01,96.375,96.97500000000001,96.375,96.375,96.36,15,15,955528239,IBM2026,2026-06-01,2025-12-02,2025-12-02T19:34:49Z,3.6400000000000006
2026-07-29,NA,2025-12-02,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.355,0,0,962344067,IBN2026,2026-07-01,2025-12-02,2025-12-02T19:34:49Z,NA
2026-08-29,NA,2025-12-02,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.33,0,0,969160575,IBQ2026,2026-08-01,2025-12-02,2025-12-02T19:34:49Z,NA
2026-09-28,2025-11-26,2025-12-02,NA,NA,-0.12000000000000455,-0.12433944668946693,-0.12,-0.124,96.39,96.86500000000001,96.39,96.39,96.315,0,0,976225343,IBU2026,2026-09-01,2025-12-02,2025-12-02T19:34:49Z,3.6850000000000023
2026-10-28,2025-11-26,2025-12-02,NA,NA,-0.14000000000000057,-0.14507772020725448,-0.14,-0.145,96.36,96.86500000000001,96.36,96.36,96.3,0,0,983956682,IBV2026,2026-10-01,2025-12-02,2025-12-02T19:34:49Z,3.700000000000003
2026-11-28,2025-11-04,2025-12-02,NA,NA,0.09499999999999886,0.0984609006581322,-0.03,-0.031,96.58,96.86500000000001,96.58,96.58,96.27,0,0,990482019,IBX2026,2026-11-01,2025-12-02,2025-12-02T19:34:49Z,3.730000000000004
2026-12-29,2025-11-04,2025-12-02,NA,NA,0.0799999999999983,0.08291873963515578,0.005,0.005,96.56,96.86500000000001,96.56,96.56,96.255,0,0,996839036,IBZ2026,2026-12-01,2025-12-02,2025-12-02T19:34:49Z,3.7450000000000045
2027-01-27,NA,2025-12-02,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.25,0,0,1004041830,IBF2027,2027-01-01,2025-12-02,2025-12-02T19:34:49Z,NA
2027-02-24,NA,2025-12-02,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.235,0,0,1010033436,IBG2027,2027-02-01,2025-12-02,2025-12-02T19:34:49Z,NA
2027-03-29,NA,2025-12-02,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.22,0,0,1016946091,IBH2027,2027-03-01,2025-12-02,2025-12-02T19:34:49Z,NA
2027-04-28,NA,2025-12-02,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.21000000000001,0,0,1026315950,IBJ2027,2027-04-01,2025-12-02,2025-12-02T19:34:49Z,NA
2027-05-29,NA,2025-12-02,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.19,0,0,1033478754,IBK2027,2027-05-01,2025-12-02,2025-12-02T19:34:49Z,NA
