date,cash_rate,scrape_date
2023-03-01,3.505,2023-03-16
2023-04-01,3.6,2023-03-16
2023-05-01,3.655,2023-03-16
2023-06-01,3.655,2023-03-16
2023-07-01,3.635,2023-03-16
2023-08-01,3.625,2023-03-16
2023-09-01,3.615,2023-03-16
2023-10-01,3.625,2023-03-16
2023-11-01,3.615,2023-03-16
2023-12-01,3.57,2023-03-16
2024-01-01,3.565,2023-03-16
2024-02-01,3.54,2023-03-16
2024-03-01,3.52,2023-03-16
2024-04-01,3.515,2023-03-16
2024-05-01,3.49,2023-03-16
2024-06-01,3.47,2023-03-16
2024-07-01,3.44,2023-03-16
2024-08-01,3.42,2023-03-16
