date,cash_rate,scrape_date
2023-03-01,3.51,2023-03-10
2023-04-01,3.685,2023-03-10
2023-05-01,3.81,2023-03-10
2023-06-01,3.886,2023-03-10
2023-07-01,3.96,2023-03-10
2023-08-01,4.02,2023-03-10
2023-09-01,4.085,2023-03-10
2023-10-01,4.035,2023-03-10
2023-11-01,4.025,2023-03-10
2023-12-01,3.995,2023-03-10
2024-01-01,4,2023-03-10
2024-02-01,3.975,2023-03-10
2024-03-01,3.935,2023-03-10
2024-04-01,3.885,2023-03-10
2024-05-01,3.85,2023-03-10
2024-06-01,3.805,2023-03-10
2024-07-01,3.76,2023-03-10
2024-08-01,3.715,2023-03-10
