date,cash_rate,scrape_date
2026-03-01,3.9599999999999937,2026-03-20
2026-04-01,4.094999999999999,2026-03-20
2026-05-01,4.25,2026-03-20
2026-06-01,4.334999999999994,2026-03-20
2026-07-01,4.405000000000001,2026-03-20
2026-08-01,4.515000000000001,2026-03-20
2026-09-01,4.579999999999998,2026-03-20
2026-10-01,4.724999999999994,2026-03-20
2026-11-01,4.810000000000002,2026-03-20
2026-12-01,4.829999999999998,2026-03-20
2027-01-01,4.834999999999994,2026-03-20
2027-02-01,4.840000000000003,2026-03-20
2027-03-01,4.844999999999999,2026-03-20
2027-04-01,4.840000000000003,2026-03-20
2027-05-01,4.819999999999993,2026-03-20
2027-06-01,4.810000000000002,2026-03-20
2027-07-01,4.780000000000001,2026-03-20
2027-08-01,4.765000000000001,2026-03-20
