date,cash_rate,scrape_date
2025-05-01,4,2025-05-15
2025-06-01,3.844999999999999,2025-05-15
2025-07-01,3.7950000000000017,2025-05-15
2025-08-01,3.6599999999999966,2025-05-15
2025-09-01,3.5900000000000034,2025-05-15
2025-10-01,3.5049999999999955,2025-05-15
2025-11-01,3.3900000000000006,2025-05-15
2025-12-01,3.344999999999999,2025-05-15
2026-01-01,3.3299999999999983,2025-05-15
2026-02-01,3.299999999999997,2025-05-15
2026-03-01,3.2849999999999966,2025-05-15
2026-04-01,3.269999999999996,2025-05-15
2026-05-01,3.2549999999999955,2025-05-15
2026-06-01,3.2549999999999955,2025-05-15
2026-07-01,3.2549999999999955,2025-05-15
2026-08-01,3.2549999999999955,2025-05-15
2026-09-01,3.259999999999991,2025-05-15
2026-10-01,3.2650000000000006,2025-05-15
