date,cash_rate,scrape_date
2022-11-01,2.795,2022-11-08
2022-12-01,2.985,2022-11-08
2023-01-01,3.025,2022-11-08
2023-02-01,3.205,2022-11-08
2023-03-01,3.415,2022-11-08
2023-04-01,3.61,2022-11-08
2023-05-01,3.785,2022-11-08
2023-06-01,3.855,2022-11-08
2023-07-01,3.915,2022-11-08
2023-08-01,3.955,2022-11-08
2023-09-01,3.985,2022-11-08
2023-10-01,4.01,2022-11-08
2023-11-01,4.015,2022-11-08
2023-12-01,4.01,2022-11-08
2024-01-01,4.005,2022-11-08
2024-02-01,4.015,2022-11-08
2024-03-01,4.005,2022-11-08
2024-04-01,3.98,2022-11-08
