date,cash_rate,scrape_date
2023-02-01,3.25,2023-02-07
2023-03-01,3.425,2023-02-07
2023-04-01,3.535,2023-02-07
2023-05-01,3.62,2023-02-07
2023-06-01,3.67,2023-02-07
2023-07-01,3.715,2023-02-07
2023-08-01,3.72,2023-02-07
2023-09-01,3.705,2023-02-07
2023-10-01,3.68,2023-02-07
2023-11-01,3.655,2023-02-07
2023-12-01,3.625,2023-02-07
2024-01-01,3.615,2023-02-07
2024-02-01,3.585,2023-02-07
2024-03-01,3.535,2023-02-07
2024-04-01,3.48,2023-02-07
2024-05-01,3.44,2023-02-07
2024-06-01,3.39,2023-02-07
2024-07-01,3.34,2023-02-07
