date,cash_rate,scrape_date
2023-05-01,3.8,2023-05-26
2023-06-01,3.855,2023-05-26
2023-07-01,3.91,2023-05-26
2023-08-01,3.985,2023-05-26
2023-09-01,3.995,2023-05-26
2023-10-01,3.995,2023-05-26
2023-11-01,3.98,2023-05-26
2023-12-01,3.945,2023-05-26
2024-01-01,3.935,2023-05-26
2024-02-01,3.91,2023-05-26
2024-03-01,3.87,2023-05-26
2024-04-01,3.825,2023-05-26
2024-05-01,3.79,2023-05-26
2024-06-01,3.72,2023-05-26
2024-07-01,3.68,2023-05-26
2024-08-01,3.66,2023-05-26
2024-09-01,3.605,2023-05-26
2024-10-01,3.45,2023-05-26
