date,cash_rate,scrape_date
2022-04-01,0.06,2022-05-01
2022-05-01,0.23,2022-05-01
2022-06-01,0.53,2022-05-01
2022-07-01,0.925,2022-05-01
2022-08-01,1.34,2022-05-01
2022-09-01,1.63,2022-05-01
2022-10-01,1.965,2022-05-01
2022-11-01,2.32,2022-05-01
2022-12-01,2.515,2022-05-01
2023-01-01,2.54,2022-05-01
2023-02-01,2.725,2022-05-01
2023-03-01,2.915,2022-05-01
2023-04-01,3.055,2022-05-01
2023-05-01,3.17,2022-05-01
2023-06-01,3.23,2022-05-01
2023-07-01,3.31,2022-05-01
2023-08-01,3.355,2022-05-01
2023-09-01,3.37,2022-05-01
