date,cash_rate,scrape_date
2024-01-01,4.314999999999998,2024-01-15
2024-02-01,4.319999999999993,2024-01-15
2024-03-01,4.310000000000002,2024-01-15
2024-04-01,4.295000000000002,2024-01-15
2024-05-01,4.234999999999999,2024-01-15
2024-06-01,4.194999999999993,2024-01-15
2024-07-01,4.1499999999999915,2024-01-15
2024-08-01,4.069999999999993,2024-01-15
2024-09-01,4.034999999999997,2024-01-15
2024-10-01,3.9549999999999983,2024-01-15
2024-11-01,3.8799999999999955,2024-01-15
2024-12-01,3.8100000000000023,2024-01-15
2025-01-01,3.780000000000001,2024-01-15
2025-02-01,3.7249999999999943,2024-01-15
2025-03-01,3.6850000000000023,2024-01-15
2025-04-01,3.6499999999999915,2024-01-15
2025-05-01,3.5999999999999943,2024-01-15
2025-06-01,3.569999999999993,2024-01-15
