date,cash_rate,scrape_date
2022-10-01,2.525,2022-10-19
2022-11-01,2.8,2022-10-19
2022-12-01,2.97,2022-10-19
2023-01-01,3.015,2022-10-19
2023-02-01,3.17,2022-10-19
2023-03-01,3.365,2022-10-19
2023-04-01,3.57,2022-10-19
2023-05-01,3.75,2022-10-19
2023-06-01,3.825,2022-10-19
2023-07-01,3.88,2022-10-19
2023-08-01,3.92,2022-10-19
2023-09-01,3.95,2022-10-19
2023-10-01,3.97,2022-10-19
2023-11-01,3.975,2022-10-19
2023-12-01,3.97,2022-10-19
2024-01-01,3.97,2022-10-19
2024-02-01,3.955,2022-10-19
2024-03-01,3.93,2022-10-19
